GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Fuel used (trip)(l),Distance to empty (Estimated)(km),Trip Distance(km),Kilometers Per Litre(Instant)(kpl),Fuel Level (From Engine ECU)(%),Horsepower (At the wheels)(hp),Fuel pressure(psi),Acceleration Sensor(Total)(g),Engine Oil Temperature(°C),Speed (OBD)(km/h),GPS Latitude(°),GPS Longitude(°),Speed (GPS)(km/h),GPS Accuracy(m),GPS Satellites
Tue Apr 16 21:02:12 ART 2013,16-abr-2013 21:02:11.888,-60.7410653,-32.73765692,0.0,10.0,37.5,0.0,-0.15696123,0.54936433,9.49615479,-0.1195671,-,-,-,1.92323327,-,-,-,-,-0.02175848,-,-,-32.73765564,-60.74106598,0,10,6
Tue Apr 16 21:02:13 ART 2013,16-abr-2013 21:02:12.544,-60.74106521,-32.73765691,0.0,10.0,37.5,0.0,0.23544185,0.39240307,9.65311527,-0.10213083,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,10,6
Tue Apr 16 21:02:14 ART 2013,16-abr-2013 21:02:13.586,-60.74106516,-32.73765692,0.0,10.0,37.5,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,10,6
Tue Apr 16 21:02:15 ART 2013,16-abr-2013 21:02:14.480,-60.7410651,-32.73765693,0.0,9.0,37.5,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,9,6
Tue Apr 16 21:02:16 ART 2013,16-abr-2013 21:02:15.479,-60.74106507,-32.73765696,0.0,9.0,37.5,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,9,6
Tue Apr 16 21:02:17 ART 2013,16-abr-2013 21:02:16.542,-60.74106504,-32.73765697,0.0,8.0,37.5,0.0,-0.15696123,0.54936433,9.41767406,-0.1183365,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,8,6
Tue Apr 16 21:02:18 ART 2013,16-abr-2013 21:02:17.550,-60.74106502,-32.73765699,0.0,7.0,37.5,0.0,-0.15696123,0.54936433,9.41767406,-0.125471,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,7,6
Tue Apr 16 21:02:19 ART 2013,16-abr-2013 21:02:18.847,-60.74106501,-32.73765702,0.0,7.0,37.5,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,7,5
Tue Apr 16 21:02:20 ART 2013,16-abr-2013 21:02:19.549,-60.741065,-32.73765705,0.0,6.0,37.5,0.0,-0.07848062,0.54936433,9.10375118,-0.1575138,-,-,-,1.92323327,-,-,-,-,-0.03789885,-,-,-32.73765564,-60.74106598,0,6,7
Tue Apr 16 21:02:21 ART 2013,16-abr-2013 21:02:20.490,-60.74106499,-32.73765708,0.0,6.0,37.5,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.03739972,-,-,-32.73765564,-60.74106598,0,6,7
Tue Apr 16 21:02:22 ART 2013,16-abr-2013 21:02:21.552,-60.741065,-32.73765711,0.0,6.0,37.5,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,6,7
Tue Apr 16 21:02:23 ART 2013,16-abr-2013 21:02:22.482,-60.741065,-32.73765714,0.0,5.0,37.5,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,5,7
Tue Apr 16 21:02:24 ART 2013,16-abr-2013 21:02:23.495,-60.74106503,-32.73765716,0.0,5.0,37.5,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02143119,-,-,-32.73765564,-60.74106598,0,5,7
Tue Apr 16 21:02:25 ART 2013,16-abr-2013 21:02:24.471,-60.74106509,-32.73765716,0.0,5.0,37.5,0.0,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,5,7
Tue Apr 16 21:02:26 ART 2013,16-abr-2013 21:02:25.482,-60.74106515,-32.73765715,0.0,5.0,37.5,0.0,-0.15696123,0.62784493,9.57463551,-0.11393634,-,-,-,1.92323327,-,-,-,-,-0.02234788,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:02:27 ART 2013,16-abr-2013 21:02:26.539,-60.7410652,-32.73765714,0.0,5.0,37.5,0.0,-0.15696123,0.54936433,9.57463551,-0.11383598,-,-,-,1.92323327,-,-,-,-,-0.02143119,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:02:28 ART 2013,16-abr-2013 21:02:27.476,-60.74106525,-32.73765712,0.0,5.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:02:29 ART 2013,16-abr-2013 21:02:28.481,-60.74106529,-32.7376571,0.0,5.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.0139335,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:02:30 ART 2013,16-abr-2013 21:02:29.480,-60.74106533,-32.7376571,0.0,5.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:02:31 ART 2013,16-abr-2013 21:02:30.481,-60.74106535,-32.73765708,0.0,5.0,37.599998474121094,0.0,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.92323327,-,-,-,-,-0.02941558,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:02:32 ART 2013,16-abr-2013 21:02:31.482,-60.74106538,-32.73765706,0.0,5.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.02202039,-,-,-32.73765564,-60.74106598,0,5,6
Tue Apr 16 21:02:33 ART 2013,16-abr-2013 21:02:32.482,-60.74106541,-32.73765706,0.0,6.0,37.599998474121094,0.0,-0.07848062,0.54936433,9.57463551,-0.10959792,-,-,-,1.92323327,-,-,-,-,-0.02202039,-,-,-32.73765564,-60.74106598,0,6,6
Tue Apr 16 21:02:34 ART 2013,16-abr-2013 21:02:33.481,-60.74106544,-32.73765705,0.0,6.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02152936,-,-,-32.73765564,-60.74106598,0,6,6
Tue Apr 16 21:02:35 ART 2013,16-abr-2013 21:02:34.481,-60.74106547,-32.73765704,0.0,7.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,7,6
Tue Apr 16 21:02:36 ART 2013,16-abr-2013 21:02:35.481,-60.7410655,-32.73765704,0.0,7.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02143119,-,-,-32.73765564,-60.74106598,0,7,6
Tue Apr 16 21:02:37 ART 2013,16-abr-2013 21:02:36.479,-60.74106553,-32.73765703,0.0,8.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,8,6
Tue Apr 16 21:02:38 ART 2013,16-abr-2013 21:02:37.481,-60.74106556,-32.73765702,0.0,9.0,37.599998474121094,0.0,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,9,6
Tue Apr 16 21:02:39 ART 2013,16-abr-2013 21:02:38.481,-60.74106558,-32.73765701,0.0,9.0,37.599998474121094,0.0,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,9,6
Tue Apr 16 21:02:40 ART 2013,16-abr-2013 21:02:39.482,-60.7410656,-32.73765699,0.0,10.0,37.599998474121094,0.0,-0.07848062,0.62784493,9.57463551,-0.10910708,-,-,-,1.92323327,-,-,-,-,-0.02152936,-,-,-32.73765564,-60.74106598,0,10,6
Tue Apr 16 21:02:41 ART 2013,16-abr-2013 21:02:40.481,-60.74106563,-32.73765698,0.0,11.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,11,6
Tue Apr 16 21:02:42 ART 2013,16-abr-2013 21:02:41.480,-60.74106564,-32.73765696,0.0,12.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,12,6
Tue Apr 16 21:02:43 ART 2013,16-abr-2013 21:02:42.481,-60.74106567,-32.73765695,0.0,13.0,37.599998474121094,0.0,-0.07848062,0.54936433,9.57463551,-0.10959792,-,-,-,1.92323327,-,-,-,-,-0.02202039,-,-,-32.73765564,-60.74106598,0,13,6
Tue Apr 16 21:02:44 ART 2013,16-abr-2013 21:02:43.463,-60.74106568,-32.73765694,0.0,11.0,37.599998474121094,0.0,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.92323327,-,-,-,-,-0.02143119,-,-,-32.73765564,-60.74106598,0,11,6
Tue Apr 16 21:02:45 ART 2013,16-abr-2013 21:02:44.480,-60.74106569,-32.73765694,0.0,11.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.65311527,-0.10151386,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,11,6
Tue Apr 16 21:02:46 ART 2013,16-abr-2013 21:02:45.481,-60.74106568,-32.73765693,0.0,10.0,37.599998474121094,0.0,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.92323327,-,-,-,-,-0.02143119,-,-,-32.73765564,-60.74106598,0,10,6
Tue Apr 16 21:02:47 ART 2013,16-abr-2013 21:02:46.481,-60.74106568,-32.73765692,0.0,9.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.49615479,-0.11748546,-,-,-,1.92323327,-,-,-,-,-0.0134465,-,-,-32.73765564,-60.74106598,0,9,5
Tue Apr 16 21:02:48 ART 2013,16-abr-2013 21:02:47.481,-60.74106569,-32.73765691,0.0,9.0,37.599998474121094,0.0,-0.07848062,0.62784493,9.57463551,-0.10910708,-,-,-,1.92323327,-,-,-,-,-0.02152936,-,-,-32.73765564,-60.74106598,0,9,5
Tue Apr 16 21:02:49 ART 2013,16-abr-2013 21:02:48.480,-60.74106569,-32.7376569,0.0,8.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02202039,-,-,-32.73765564,-60.74106598,0,8,5
Tue Apr 16 21:02:50 ART 2013,16-abr-2013 21:02:49.481,-60.7410657,-32.7376569,0.0,8.0,37.599998474121094,0.0,-0.07848062,0.54936433,9.57463551,-0.10959792,-,-,-,1.92323327,-,-,-,-,-0.02202039,-,-,-32.73765564,-60.74106598,0,8,5
Tue Apr 16 21:02:51 ART 2013,16-abr-2013 21:02:50.481,-60.74106572,-32.7376569,0.0,8.0,37.599998474121094,0.0,-0.07848062,0.54936433,9.57463551,-0.10959792,-,-,-,1.92323327,-,-,-,-,-0.02202039,-,-,-32.73765564,-60.74106598,0,8,5
Tue Apr 16 21:02:52 ART 2013,16-abr-2013 21:02:51.480,-60.74106573,-32.73765689,0.0,8.0,37.599998474121094,0.0,-0.15696123,0.62784493,9.65311527,-0.10102701,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,8,5
Tue Apr 16 21:02:53 ART 2013,16-abr-2013 21:02:52.480,-60.74106575,-32.73765689,0.0,7.0,37.599998474121094,0.0,-0.07848062,0.54936433,9.57463551,-0.10959792,-,-,-,1.92323327,-,-,-,-,-0.02202039,-,-,-32.73765564,-60.74106598,0,7,5
Tue Apr 16 21:02:54 ART 2013,16-abr-2013 21:02:53.506,-60.74106576,-32.73765688,0.0,7.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,7,5
Tue Apr 16 21:02:55 ART 2013,16-abr-2013 21:02:54.481,-60.74106575,-32.73765687,0.0,7.0,37.599998474121094,0.0,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.92323327,-,-,-,-,-0.02991059,-,-,-32.73765564,-60.74106598,0,7,5
Tue Apr 16 21:02:56 ART 2013,16-abr-2013 21:02:55.480,-60.74106575,-32.73765686,0.0,7.0,37.599998474121094,0.0,-0.15696123,0.62784493,9.41767406,-0.12497205,-,-,-,1.92323327,-,-,-,-,-0.03739972,-,-,-32.73765564,-60.74106598,0,7,5
Tue Apr 16 21:02:57 ART 2013,16-abr-2013 21:02:56.481,-60.74106576,-32.73765686,0.0,7.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,7,5
Tue Apr 16 21:02:58 ART 2013,16-abr-2013 21:02:57.481,-60.74106577,-32.73765685,0.0,7.0,37.599998474121094,0.0,-0.07848062,0.54936433,9.57463551,-0.10959792,-,-,-,1.92323327,-,-,-,-,-0.02192216,-,-,-32.73765564,-60.74106598,0,7,5
Tue Apr 16 21:02:59 ART 2013,16-abr-2013 21:02:58.480,-60.74106579,-32.73765685,0.0,6.0,37.599998474121094,0.0,-0.15696123,0.54936433,9.57463551,-0.10949975,-,-,-,1.92323327,-,-,-,-,-0.02143119,-,-,-32.73765564,-60.74106598,0,6,5
Tue Apr 16 21:03:00 ART 2013,16-abr-2013 21:02:59.480,-60.74106582,-32.73765686,0.0,5.0,37.599998474121094,0.0,0.4708837,2.19745731,9.49615479,-0.09249759,-,-,-,1.92323327,-,-,-,-,0.35086137,-,-,-32.73765564,-60.74106598,0,5,5
Tue Apr 16 21:03:01 ART 2013,16-abr-2013 21:03:00.466,-60.74106941,-32.73765701,0.25,6.0,37.70000076293945,101.8,0.70632553,3.29618573,10.1239996,-0.07511711,-,-,-,1.92323327,-,-,0.05971472,-,-0.00952682,-,-,-32.73765564,-60.74106979,0.89999998,6,5
Tue Apr 16 21:03:02 ART 2013,16-abr-2013 21:03:01.464,-60.74108113,-32.73766213,0.25,6.0,38.099998474121094,101.8,-1.72657359,3.68858886,7.61261988,-0.20716393,-,-,-,1.92323327,-,-,-,-,-0.05780888,-,-,-32.73766327,-60.74108124,0.89999998,6,5
Tue Apr 16 21:03:03 ART 2013,16-abr-2013 21:03:02.473,-60.74112999,-32.73767518,0.0,6.0,38.900001525878906,0.0,0.07848062,1.80505419,9.41767406,-0.10972887,-,-,-,1.92323327,-,-,-,-,-0.02215136,-,-,-32.73767471,-60.74113083,0,6,5
Tue Apr 16 21:03:04 ART 2013,16-abr-2013 21:03:03.465,-60.74115493,-32.7376875,0.0,6.0,39.70000076293945,0.0,-0.54936433,1.25568986,9.26071262,-0.13295311,-,-,-,1.92323327,-,-,-,-,-0.04538357,-,-,-32.73768616,-60.74115372,0,6,5
Tue Apr 16 21:03:05 ART 2013,16-abr-2013 21:03:04.464,-60.74116652,-32.73769212,0.0,6.0,40.20000076293945,0.0,-0.07848062,1.09872866,9.88855743,-0.07300103,-,-,-,1.92323327,-,-,-,-,0.01458903,-,-,-32.73769379,-60.74116516,0,6,5
Tue Apr 16 21:03:06 ART 2013,16-abr-2013 21:03:05.463,-60.74117334,-32.73768852,0.0,6.0,40.599998474121094,0.0,0.94176739,1.33417046,9.65311527,-0.08925384,-,-,-,1.92323327,-,-,-,-,-0.02166026,-,-,-32.73768997,-60.74117279,0,6,5
Tue Apr 16 21:03:07 ART 2013,16-abr-2013 21:03:06.464,-60.74118009,-32.73768932,0.0,6.0,40.599998474121094,0.0,-2.51137972,3.45314717,9.41767406,-0.03317654,-,-,-,1.92323327,-,-,-,-,0.1059215,-,-,-32.73768997,-60.74118042,0,6,5
Tue Apr 16 21:03:08 ART 2013,16-abr-2013 21:03:07.481,-60.74118602,-32.73769142,0.0,6.0,40.70000076293945,0.0,0.54936433,-1.64809287,6.4354105,-0.40775609,-,-,-,1.92323327,-,-,-,-,-0.86278063,-,-,-32.73768997,-60.74118423,0,6,6
Tue Apr 16 21:03:09 ART 2013,16-abr-2013 21:03:08.464,-60.74118748,-32.73769073,0.0,5.0,41.0,0.0,0.31392246,-1.17720926,9.49615479,-0.11130148,-,-,-,1.92323327,-,-,-,-,-0.01150085,-,-,-32.73768997,-60.74118805,0,5,7
Tue Apr 16 21:03:10 ART 2013,16-abr-2013 21:03:09.468,-60.74118246,-32.73768934,0.0,5.0,42.5,0.0,-39.78967285,-1.88353479,12.71385956,3.17513847,-,-,-,1.92323327,-,-,-,-,3.26383805,-,-,-32.73768997,-60.74118423,0,5,7
Tue Apr 16 21:03:11 ART 2013,16-abr-2013 21:03:10.465,-60.74117805,-32.73768772,0.0,5.0,42.70000076293945,0.0,0.31392246,-0.86328679,9.10375118,-0.15452415,-,-,-,1.92323327,-,-,-,-,-0.0669619,-,-,-32.73768616,-60.74117661,0,5,8
Tue Apr 16 21:03:12 ART 2013,16-abr-2013 21:03:11.465,-60.74117453,-32.73768635,0.0,4.0,42.900001525878906,0.0,1.02024806,-0.94176739,9.26071262,-0.13268489,-,-,-,1.92323327,-,-,-,-,-0.04511525,-,-,-32.73768616,-60.74117279,0,4,8
Tue Apr 16 21:03:13 ART 2013,16-abr-2013 21:03:12.469,-60.74116511,-32.7376836,0.0,4.0,43.400001525878906,0.0,0.78480613,-1.09872866,9.41767406,-0.11741948,-,-,-,1.92323327,-,-,-,-,-0.03796544,-,-,-32.73768234,-60.74116516,0,4,8
Tue Apr 16 21:03:14 ART 2013,16-abr-2013 21:03:13.465,-60.74115873,-32.73768119,0.0,4.0,43.599998474121094,0.0,0.78480613,-1.02024806,9.33919334,-0.12623656,-,-,-,1.92323327,-,-,-,-,-0.0298446,-,-,-32.73768234,-60.74115753,0,4,9
Tue Apr 16 21:03:15 ART 2013,16-abr-2013 21:03:14.470,-60.74115498,-32.73767861,0.559017,4.0,43.79999923706055,101.8,-6.27844906,3.84555006,5.88604593,-0.12636983,-,-,-,1.93311,-,-,0.29511929,-,-0.3064757,-,-,-32.73767853,-60.74115372,2.01246119,4,9
Tue Apr 16 21:03:16 ART 2013,16-abr-2013 21:03:15.465,-60.74115156,-32.73767593,0.0,4.0,45.599998474121094,0.0,-6.12148809,0.23544185,5.49364328,-0.24845695,-,-,-,1.93311,-,-,-,-,-0.16092683,-,-,-32.73767471,-60.7411499,0,4,9
Tue Apr 16 21:03:17 ART 2013,16-abr-2013 21:03:16.463,-60.74114959,-32.7376743,0.0,4.0,45.599998474121094,0.0,-1.56961226,3.13922453,8.94678974,-0.10757071,-,-,-,1.93311,-,-,-,-,-0.01999246,-,-,-32.73767471,-60.7411499,0,4,9
Tue Apr 16 21:03:18 ART 2013,16-abr-2013 21:03:17.473,-60.74114881,-32.73767333,0.0,4.0,45.599998474121094,0.0,-1.96201539,3.29618573,8.94678974,-0.09494561,-,-,-,1.93311,-,-,-,-,-0.00736302,-,-,-32.73767471,-60.7411499,0,4,9
Tue Apr 16 21:03:19 ART 2013,16-abr-2013 21:03:18.463,-60.74114803,-32.737673,0.0,5.0,45.599998474121094,0.0,-6.90629435,-1.72657359,12.39993763,0.37026155,-,-,-,1.93311,-,-,-,-,0.4580031,-,-,-32.73767471,-60.7411499,0,5,9
Tue Apr 16 21:03:20 ART 2013,16-abr-2013 21:03:19.475,-60.74114757,-32.73767241,0.0,4.0,45.599998474121094,0.0,-4.15947247,-0.15696123,5.33668184,-0.39733386,-,-,-,1.93311,-,-,-,-,0.81186897,-,-,-32.7376709,-60.74114609,0,4,9
Tue Apr 16 21:03:21 ART 2013,16-abr-2013 21:03:20.469,-60.74113765,-32.73767204,0.0,5.0,45.29999923706055,0.0,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.93311,-,-,-,-,-0.02143119,-,-,-32.7376709,-60.74113846,0,5,9
Tue Apr 16 21:03:22 ART 2013,16-abr-2013 21:03:21.468,-60.74112747,-32.73767117,0.0,4.0,45.20000076293945,0.0,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.93311,-,-,-,-,-0.02143119,-,-,-32.7376709,-60.74112701,0,4,9
Tue Apr 16 21:03:23 ART 2013,16-abr-2013 21:03:22.472,-60.74112237,-32.73767061,0.0,4.0,45.20000076293945,0.0,-0.15696123,0.54936433,9.65311527,-0.10151386,-,-,-,1.93311,-,-,-,-,-0.0139335,-,-,-32.7376709,-60.7411232,0,4,9
Tue Apr 16 21:03:24 ART 2013,16-abr-2013 21:03:23.465,-60.74111766,-32.73767042,0.25,4.0,45.20000076293945,101.8,-0.15696123,0.62784493,9.49615479,-0.11699063,-,-,-,1.93311,-,-,0.11606272,-,-0.02143119,-,-,-32.7376709,-60.74111938,0.89999998,4,9
Tue Apr 16 21:03:25 ART 2013,16-abr-2013 21:03:24.481,-60.74111481,-32.73767156,0.25,4.0,45.70000076293945,101.8,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.93311,-,-,-,-,-0.02202039,-,-,-32.7376709,-60.74111557,0.89999998,4,9
Tue Apr 16 21:03:26 ART 2013,16-abr-2013 21:03:25.467,-60.74111472,-32.73767153,0.0,4.0,44.79999923706055,0.0,-0.15696123,0.62784493,9.57463551,-0.10900891,-,-,-,1.93311,-,-,-,-,-0.02143119,-,-,-32.7376709,-60.74111557,0,4,9
Tue Apr 16 21:03:27 ART 2013,16-abr-2013 21:03:26.505,-60.74111114,-32.73767093,0.0,5.0,44.599998474121094,0.0,-0.07848062,0.62784493,9.57463551,-0.10910708,-,-,-,1.93311,-,-,-,-,-0.02152936,-,-,-32.7376709,-60.74111176,0,5,8
Tue Apr 16 21:03:28 ART 2013,16-abr-2013 21:03:27.468,-60.74110835,-32.73766884,0.0,5.0,44.400001525878906,0.0,1.02024806,0.94176739,9.1822319,-0.14059579,-,-,-,1.93311,-,-,-,-,-0.05302887,-,-,-32.73766708,-60.74110794,0,5,9
Tue Apr 16 21:03:29 ART 2013,16-abr-2013 21:03:28.485,-60.74110829,-32.7376665,0.25,5.0,44.400001525878906,101.8,8.08350372,2.11897659,1.25568986,-0.2258333,-,-,-,1.93311,-,-,-,-,-0.15143953,-,-,-32.73766708,-60.74110794,0.89999998,5,8
Tue Apr 16 21:03:30 ART 2013,16-abr-2013 21:03:29.464,-60.74111258,-32.73767054,0.0,5.0,44.20000076293945,0.0,1.02024806,0.86328679,9.49615479,-0.10969615,-,-,-,1.93311,-,-,-,-,-0.04421023,-,-,-32.7376709,-60.74111176,0,5,8
Tue Apr 16 21:03:31 ART 2013,16-abr-2013 21:03:30.465,-60.74110771,-32.73767079,0.0,4.0,45.0,0.0,-0.62784493,2.51137972,9.41767406,-0.09162945,-,-,-,1.93311,-,-,-,-,-0.00243944,-,-,-32.7376709,-60.74110794,0,4,8
Tue Apr 16 21:03:32 ART 2013,16-abr-2013 21:03:31.465,-60.74109938,-32.73766885,0.0,4.0,45.70000076293945,0.0,-0.86328679,5.1797204,8.39742565,-0.07764971,-,-,-,1.93311,-,-,-,-,-0.00154104,-,-,-32.73766708,-60.74110031,0,4,8
Tue Apr 16 21:03:33 ART 2013,16-abr-2013 21:03:32.469,-60.74109496,-32.7376665,0.0,4.0,45.79999923706055,0.0,-0.31392246,4.63035631,8.71134853,-0.08107865,-,-,-,1.93311,-,-,-,-,0.02091333,-,-,-32.73766708,-60.7410965,0,4,8
Tue Apr 16 21:03:34 ART 2013,16-abr-2013 21:03:33.463,-60.74109254,-32.73766479,0.0,4.0,45.79999923706055,0.0,0.07848062,2.98226333,9.26071262,-0.09546167,-,-,-,1.93311,-,-,-,-,-0.00787928,-,-,-32.73766327,-60.74109268,0,4,8
Tue Apr 16 21:03:34 ART 2013,16-abr-2013 21:03:34.466,-60.74109254,-32.73766479,0.0,4.0,45.79999923706055,0.0,0.07848062,2.98226333,9.41767406,-0.08022034,-,-,-,1.93311,-,-,-,-,0.00736731,-,-,-32.73766327,-60.74109268,0,4,8
Tue Apr 16 21:03:35 ART 2013,16-abr-2013 21:03:35.650,-60.74109099,-32.73766382,0.0,5.0,45.70000076293945,0.0,0,2.98226333,9.33919334,-0.09587906,-,-,-,1.93311,-,-,-,-,-0.00778245,-,-,-32.73766327,-60.74109268,0,5,8
Tue Apr 16 21:03:36 ART 2013,16-abr-2013 21:03:36.468,-60.74109023,-32.73766235,0.0,5.0,45.70000076293945,0.0,0.07848062,2.74682164,9.33919334,-0.09687877,-,-,-,1.93311,-,-,-,-,-0.00504297,-,-,-32.73766327,-60.74108887,0,5,8
Tue Apr 16 21:03:38 ART 2013,16-abr-2013 21:03:37.464,-60.74109043,-32.73765958,0.0,5.0,45.70000076293945,0.0,0.54936433,1.80505419,9.41767406,-0.10169908,-,-,-,1.93311,-,-,-,-,-0.01007648,-,-,-32.73765945,-60.74108887,0,5,8
GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Fuel used (trip)(l),Distance to empty (Estimated)(km),Trip Distance(km),Kilometers Per Litre(Instant)(kpl),Fuel Level (From Engine ECU)(%),Horsepower (At the wheels)(hp),Fuel pressure(psi),Acceleration Sensor(Total)(g),Engine Oil Temperature(°C),Speed (OBD)(km/h),GPS Latitude(°),GPS Longitude(°),Speed (GPS)(km/h),GPS Accuracy(m),GPS Satellites
Tue Apr 16 21:03:40 ART 2013,16-abr-2013 21:03:39.433,-60.74109079,-32.73765681,0.0,8.0,45.70000076293945,0.0,0.07848062,1.56961226,9.81007671,-0.07448494,-,-,-,1.93311,-,-,-,-,0.01310457,-,-,-32.73765564,-60.74109268,0,8,8
Tue Apr 16 21:03:41 ART 2013,16-abr-2013 21:03:40.427,-60.74109046,-32.73765578,0.0,10.0,45.70000076293945,0.0,0.23544185,1.17720926,9.57463551,-0.10359365,-,-,-,1.93311,-,-,-,-,-0.01601405,-,-,-32.73765564,-60.74108887,0,10,8
